# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Fri, 03 Apr 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
143.110.248.64	1
143.110.248.84	1
143.110.248.118	1
143.110.248.150	1
143.110.248.192	1
143.110.250.0	1
143.110.250.90	1
143.110.250.106	1
143.110.250.178	1
143.110.251.115	1
143.110.251.131	1
143.110.251.148	1
143.110.251.186	1
143.110.252.191	1
143.110.253.48	1
143.110.253.57	1
143.110.253.92	1
143.110.253.117	1
143.110.253.142	1
143.110.253.151	1
143.110.254.16	1
143.110.254.25	1
143.110.254.29	1
143.110.254.170	1
143.110.254.209	1
143.110.255.52	1
143.110.255.53	1
143.110.255.64	1
143.110.255.76	1
143.110.255.116	1
143.110.255.167	1
143.110.255.201	1
143.137.81.92	1
143.198.35.6	1
143.198.36.41	1
143.198.40.32	1
143.198.40.47	1
143.198.40.119	1
143.198.40.137	1
143.198.40.200	1
143.198.40.255	1
143.198.41.27	1
143.198.41.36	1
143.198.41.75	1
143.198.41.129	1
143.198.41.138	1
143.198.41.148	1
143.198.41.161	1
143.198.41.183	1
143.198.41.218	1
143.198.45.56	1
143.198.64.52	1
143.198.64.102	1
143.198.64.248	1
143.198.90.229	1
143.198.115.159	1
143.198.119.75	1
143.198.119.177	1
143.198.125.50	1
143.198.132.13	1
143.198.154.102	1
143.198.163.33	1
143.198.184.130	1
143.198.190.237	1
143.198.197.37	1
143.198.220.59	1
143.202.208.242	1
143.202.210.122	1
143.208.38.141	1
143.244.47.83	1
143.244.128.9	1
143.244.128.63	1
143.244.128.96	1
143.244.128.100	1
143.244.128.115	1
143.244.128.117	1
143.244.128.154	1
143.244.128.189	1
143.244.128.205	1
143.244.130.61	1
143.244.130.109	1
143.244.130.117	1
143.244.130.157	1
143.244.130.193	1
143.244.131.69	1
143.244.131.105	1
143.244.131.140	1
143.244.131.168	1
143.244.131.174	1
143.244.131.194	1
143.244.131.199	1
143.244.131.232	1
143.244.132.38	1
143.244.132.78	1
143.244.132.80	1
143.244.132.150	1
143.244.132.177	1
143.244.132.223	1
143.244.133.53	1
143.244.133.56	1
143.244.133.85	1
143.244.133.130	1
143.244.133.154	1
143.244.133.186	1
143.244.134.75	1
143.244.134.128	1
143.244.134.245	1
143.244.135.55	1
143.244.135.71	1
143.244.135.89	1
143.244.135.106	1
143.244.135.161	1
143.244.135.207	1
143.244.135.216	1
143.244.137.11	1
143.244.137.34	1
143.244.137.101	1
143.244.137.124	1
143.244.137.132	1
143.244.137.220	1
143.244.138.52	1
143.244.138.144	1
143.244.138.164	1
143.244.139.7	1
143.244.139.61	1
143.244.139.137	1
143.244.139.186	1
143.244.141.42	1
143.244.141.50	1
143.244.141.63	1
143.244.141.96	1
143.244.141.119	1
143.244.141.145	1
143.244.141.152	1
143.244.141.157	1
143.244.141.182	1
143.244.161.123	1
143.244.162.159	1
143.244.178.70	1
143.244.179.38	1
143.244.179.48	1
143.244.179.58	1
143.244.179.90	1
143.244.179.195	1
144.22.43.95	1
144.24.152.129	1
144.31.16.1	1
144.31.67.49	1
144.31.87.179	1
144.31.122.188	1
144.31.147.205	1
144.31.169.137	1
144.31.186.157	1
144.31.232.195	1
144.31.234.168	1
144.31.250.102	1
144.48.130.0	1
144.48.130.1	1
144.48.130.7	1
144.48.130.9	1
144.48.130.12	1
144.48.130.13	1
144.48.130.14	1
144.48.130.35	1
144.48.130.36	1
144.48.130.52	1
144.48.130.57	1
144.48.130.58	1
144.48.130.66	1
144.48.130.71	1
144.48.130.74	1
144.48.130.86	1
144.48.130.105	1
144.48.130.109	1
144.48.130.120	1
144.48.130.121	1
144.48.130.122	1
144.48.130.124	1
144.48.130.126	1
144.48.130.132	1
144.48.130.133	1
144.48.130.137	1
144.48.130.144	1
144.48.130.149	1
144.48.130.160	1
144.48.130.163	1
144.48.130.172	1
144.48.130.173	1
144.48.130.178	1
144.48.130.179	1
144.48.130.188	1
144.48.130.194	1
144.48.130.195	1
144.48.130.197	1
144.48.130.215	1
144.48.130.220	1
144.48.130.233	1
144.48.130.247	1
144.48.130.249	1
144.48.130.250	1
144.48.132.212	1
144.64.157.244	1
144.79.133.252	1
144.86.173.2	1
144.86.173.4	1
144.86.173.7	1
144.86.173.14	1
144.86.173.17	1
144.86.173.19	1
144.86.173.22	1
144.86.173.35	1
144.86.173.39	1
144.86.173.42	1
144.86.173.43	1
144.86.173.48	1
144.86.173.49	1
144.86.173.54	1
144.86.173.59	1
144.86.173.64	1
144.86.173.66	1
144.86.173.68	1
144.86.173.74	1
144.86.173.80	1
144.86.173.81	1
144.86.173.84	1
144.86.173.85	1
144.86.173.88	1
144.86.173.94	1
144.86.173.98	1
144.86.173.100	1
144.86.173.107	1
144.86.173.108	1
144.86.173.117	1
144.86.173.120	1
144.86.173.128	1
144.86.173.132	1
144.86.173.134	1
144.86.173.145	1
144.86.173.153	1
144.86.173.164	1
144.86.173.165	1
144.86.173.167	1
144.86.173.172	1
144.86.173.178	1
144.86.173.179	1
144.86.173.181	1
144.86.173.194	1
144.86.173.196	1
144.86.173.204	1
144.86.173.215	1
144.86.173.220	1
144.86.173.223	1
144.86.173.224	1
144.86.173.225	1
144.86.173.229	1
144.86.173.230	1
144.86.173.234	1
144.86.173.235	1
144.86.173.245	1
144.86.173.246	1
144.86.173.249	1
144.91.79.40	1
144.91.93.174	1
144.91.97.142	1
144.91.101.145	1
144.91.103.84	1
144.123.77.3	1
144.123.77.10	1
144.123.77.12	1
144.123.77.15	1
144.123.77.19	1
144.123.77.21	1
144.123.77.44	1
144.123.77.46	1
144.123.77.47	1
144.123.77.57	1
144.123.77.58	1
144.123.77.65	1
144.123.77.66	1
144.123.77.67	1
144.123.77.69	1
144.123.77.70	1
144.123.77.74	1
144.123.77.83	1
144.123.77.86	1
144.123.77.88	1
144.123.77.90	1
144.123.77.91	1
144.123.77.92	1
144.123.77.93	1
144.123.77.97	1
144.123.77.100	1
144.123.77.101	1
144.123.77.102	1
144.123.77.103	1
144.123.77.104	1
144.123.77.106	1
144.123.77.107	1
144.123.77.108	1
144.123.77.110	1
144.123.77.111	1
144.123.77.112	1
144.123.77.114	1
144.123.77.116	1
144.123.77.117	1
144.123.77.118	1
144.123.77.119	1
144.123.77.120	1
144.123.77.122	1
144.123.77.123	1
144.123.77.126	1
144.123.77.128	1
144.123.77.129	1
144.123.77.132	1
144.123.77.133	1
144.123.77.135	1
144.123.77.137	1
144.123.77.141	1
144.123.77.145	1
144.123.77.146	1
144.123.77.147	1
144.123.77.149	1
144.123.77.150	1
144.123.77.152	1
144.123.77.154	1
144.123.77.156	1
144.123.77.158	1
144.123.77.160	1
144.123.77.162	1
144.123.77.166	1
144.123.77.168	1
144.123.77.172	1
144.123.77.178	1
144.123.77.179	1
144.123.77.183	1
144.123.77.185	1
144.123.77.186	1
144.123.77.189	1
144.123.77.190	1
144.123.77.193	1
144.123.77.196	1
144.123.77.200	1
144.123.77.212	1
144.123.77.214	1
144.123.77.216	1
144.123.77.217	1
144.123.77.219	1
144.123.77.224	1
144.123.77.227	1
144.123.77.243	1
144.123.77.246	1
144.123.77.251	1
144.126.130.1	1
144.126.136.186	1
144.126.193.77	1
144.126.193.158	1
144.126.193.176	1
144.126.193.186	1
144.126.193.190	1
144.126.196.115	1
144.126.199.159	1
144.126.199.169	1
144.126.199.227	1
144.126.199.253	1
144.126.201.82	1
144.126.201.186	1
144.126.225.131	1
144.126.225.140	1
144.126.225.243	1
144.126.227.25	1
144.126.227.50	1
144.126.227.56	1
144.126.227.72	1
144.126.227.77	1
144.126.227.102	1
144.126.227.240	1
144.126.231.86	1
144.126.231.97	1
144.126.231.102	1
144.126.235.72	1
144.126.238.12	1
144.126.238.28	1
144.126.238.106	1
144.126.238.174	1
144.126.238.179	1
144.172.94.2	1
144.178.129.203	1
144.202.55.158	1
144.217.252.106	1
145.40.189.67	1
145.223.8.18	1
145.239.194.219	1
145.255.15.187	1
145.255.25.130	1
146.19.24.116	1
146.19.24.128	1
146.19.24.133	1
146.19.24.165	1
146.19.24.191	1
146.19.24.209	1
146.19.24.226	1
146.19.24.227	1
146.19.125.127	1
146.59.32.16	1
146.59.95.254	1
146.66.19.81	1
146.70.36.134	1
146.70.59.147	1
146.70.160.238	1
146.70.160.246	1
146.70.160.252	1
146.70.171.146	1
146.70.178.116	1
146.70.194.7	1
146.70.194.12	1
146.70.194.20	1
146.70.194.39	1
146.70.194.43	1
146.70.194.51	1
146.70.194.60	1
146.70.194.62	1
146.70.194.70	1
146.70.194.77	1
146.70.194.78	1
146.70.194.94	1
146.70.194.108	1
146.70.194.110	1
146.70.194.220	1
146.70.194.228	1
146.70.194.236	1
146.70.194.252	1
146.70.194.254	1
146.70.245.66	1
146.88.240.19	1
146.88.240.71	1
146.88.240.73	1
146.88.240.103	1
146.88.240.104	1
146.88.240.105	1
146.88.240.108	1
146.88.240.117	1
146.88.240.118	1
146.88.240.119	1
146.88.240.120	1
146.88.240.121	1
146.88.240.122	1
146.88.240.123	1
146.88.240.124	1
146.88.240.130	1
146.88.240.132	1
146.88.240.133	1
146.88.240.134	1
146.88.240.135	1
146.88.240.136	1
146.88.240.138	1
146.88.240.139	1
146.88.240.140	1
146.88.240.142	1
146.88.240.144	1
146.88.240.145	1
146.88.240.146	1
146.88.240.147	1
146.88.240.148	1
146.88.240.149	1
146.88.240.150	1
146.88.240.151	1
146.88.240.152	1
146.88.240.153	1
146.88.240.154	1
146.88.240.156	1
146.88.240.157	1
146.88.240.170	1
146.88.240.171	1
146.88.240.172	1
146.88.240.173	1
146.88.240.174	1
146.88.240.175	1
146.88.240.176	1
146.88.240.178	1
146.88.240.180	1
146.88.240.182	1
146.88.240.184	1
146.88.240.186	1
146.88.240.187	1
146.88.240.188	1
146.88.240.189	1
146.88.240.190	1
146.88.240.191	1
146.88.240.192	1
146.88.240.193	1
146.88.240.197	1
146.88.241.20	1
146.88.241.37	1
146.88.241.46	1
146.88.241.56	1
146.88.241.78	1
146.88.241.87	1
146.88.241.90	1
146.88.241.93	1
146.88.241.100	1
146.88.241.113	1
146.88.241.120	1
146.88.241.126	1
146.88.241.130	1
146.88.241.146	1
146.88.241.147	1
146.88.241.150	1
146.88.241.160	1
146.88.241.168	1
146.103.98.181	1
146.120.212.169	1
146.148.113.3	1
146.185.25.164	1
146.185.25.165	1
146.185.25.166	1
146.185.25.167	1
146.185.25.168	1
146.185.25.169	1
146.185.25.170	1
146.185.25.171	1
146.185.25.172	1
146.185.25.173	1
146.185.25.174	1
146.185.25.175	1
146.185.25.176	1
146.185.25.177	1
146.185.25.178	1
146.185.25.179	1
146.185.25.180	1
146.185.25.181	1
146.185.25.182	1
146.185.25.183	1
146.185.25.184	1
146.185.25.185	1
146.185.25.186	1
146.185.25.187	1
146.185.25.188	1
146.185.25.189	1
146.185.25.190	1
146.190.16.4	1
146.190.16.10	1
146.190.16.71	1
146.190.16.105	1
146.190.16.121	1
146.190.16.145	1
146.190.16.205	1
146.190.17.147	1
146.190.17.198	1
146.190.17.207	1
146.190.17.238	1
146.190.19.21	1
146.190.19.54	1
146.190.19.81	1
146.190.19.94	1
146.190.19.220	1
146.190.19.236	1
146.190.20.22	1
146.190.20.56	1
146.190.20.136	1
146.190.20.137	1
146.190.20.254	1
146.190.22.83	1
146.190.22.91	1
146.190.22.175	1
146.190.22.228	1
146.190.23.43	1
146.190.23.77	1
146.190.23.97	1
146.190.23.108	1
146.190.23.134	1
146.190.23.158	1
146.190.23.218	1
146.190.24.12	1
146.190.24.31	1
146.190.24.119	1
146.190.24.240	1
146.190.24.254	1
146.190.25.190	1
146.190.26.52	1
146.190.26.86	1
146.190.26.107	1
146.190.26.159	1
146.190.26.192	1
146.190.26.233	1
146.190.26.238	1
146.190.27.109	1
146.190.27.134	1
146.190.27.141	1
146.190.27.168	1
146.190.27.215	1
146.190.27.229	1
146.190.28.131	1
146.190.28.191	1
146.190.28.244	1
146.190.29.40	1
146.190.29.42	1
146.190.29.71	1
146.190.29.105	1
146.190.29.154	1
146.190.29.216	1
146.190.29.254	1
146.190.30.64	1
146.190.30.96	1
146.190.30.237	1
146.190.31.63	1
146.190.31.148	1
146.190.31.149	1
146.190.34.42	1
146.190.72.245	1
146.190.80.110	1
146.190.82.177	1
146.190.83.73	1
146.190.83.202	1
146.190.83.218	1
146.190.105.173	1
146.190.111.6	1
146.190.111.142	1
146.190.119.189	1
146.190.153.114	1
146.190.153.246	1
146.190.154.85	1
146.190.154.220	1
146.190.157.57	1
146.190.158.92	1
146.190.173.184	1
146.190.224.188	1
146.190.224.192	1
146.190.224.204	1
146.190.224.220	1
146.190.225.117	1
146.190.225.160	1
146.190.225.178	1
146.190.225.200	1
146.190.225.249	1
146.190.226.90	1
146.190.226.118	1
146.190.226.174	1
146.190.226.252	1
146.190.227.65	1
146.190.227.85	1
146.190.227.104	1
146.190.227.114	1
146.190.227.147	1
146.190.228.50	1
146.190.228.96	1
146.190.228.205	1
146.190.228.213	1
146.190.228.244	1
146.190.229.65	1
146.190.229.77	1
146.190.229.116	1
146.190.229.144	1
146.190.229.170	1
146.190.229.215	1
146.190.229.239	1
146.190.230.44	1
146.190.230.133	1
146.190.230.175	1
146.190.230.187	1
146.190.230.203	1
146.190.230.216	1
146.190.231.6	1
146.190.231.120	1
146.190.231.179	1
146.190.232.38	1
146.190.232.75	1
146.190.232.99	1
146.190.232.104	1
146.190.232.118	1
146.190.232.125	1
146.190.232.212	1
146.190.233.193	1
146.190.233.202	1
146.190.233.219	1
146.190.236.186	1
146.190.236.202	1
146.190.237.43	1
146.190.237.80	1
146.190.237.95	1
146.190.237.136	1
146.190.237.180	1
146.190.237.252	1
146.190.241.7	1
146.190.241.19	1
146.190.241.93	1
146.190.241.139	1
146.190.241.157	1
146.190.241.175	1
146.190.241.205	1
146.190.242.79	1
146.190.242.108	1
146.190.242.149	1
146.190.242.161	1
146.190.242.194	1
146.190.242.234	1
146.190.245.44	1
146.190.245.60	1
146.190.245.71	1
146.190.245.160	1
146.190.245.194	1
146.190.245.228	1
146.235.40.233	1
146.235.207.106	1
147.28.112.208	1
147.45.44.108	1
147.45.50.147	1
147.45.96.88	1
147.45.214.189	1
147.93.1.215	1
147.93.7.192	1
147.93.39.188	1
147.93.146.163	1
147.93.184.120	1
147.124.78.23	1
147.139.215.38	1
147.182.149.75	1
147.182.151.34	1
147.182.151.52	1
147.182.151.59	1
147.182.151.103	1
147.182.151.140	1
147.182.151.165	1
147.182.151.220	1
147.182.154.55	1
147.182.154.58	1
147.182.154.60	1
147.182.154.64	1
147.182.154.70	1
147.182.154.96	1
147.182.154.102	1
147.182.154.251	1
147.182.158.53	1
147.182.158.75	1
147.182.158.106	1
147.182.158.156	1
147.182.158.205	1
147.182.215.227	1
147.182.250.77	1
147.185.132.0	1
147.185.132.1	1
147.185.132.3	1
147.185.132.4	1
147.185.132.6	1
147.185.132.137	1
147.185.132.155	1
147.185.133.8	1
147.185.135.10	1
147.185.135.30	1
147.185.135.75	1
147.185.145.204	1
147.185.153.45	1
147.185.154.204	1
147.185.155.24	1
147.224.191.79	1
147.234.73.193	1
148.0.113.80	1
148.64.107.221	1
148.66.133.188	1
148.68.57.12	1
148.74.114.53	1
148.113.13.250	1
148.223.224.70	1
148.227.83.165	1
148.230.253.216	1
148.235.162.50	1
149.19.165.181	1
149.22.83.98	1
149.28.131.40	1
149.34.210.134	1
149.34.210.138	1
149.34.210.153	1
149.34.210.154	1
149.34.210.157	1
149.40.50.109	1
149.40.53.5	1
149.50.96.50	1
149.50.96.56	1
149.50.96.57	1
149.50.97.212	1
149.50.97.219	1
149.50.101.189	1
149.50.103.48	1
149.50.105.25	1
149.50.105.58	1
149.50.105.63	1
149.50.107.44	1
149.50.108.193	1
149.50.110.4	1
149.50.110.19	1
149.50.110.48	1
149.50.110.83	1
149.50.114.248	1
149.50.122.4	1
149.50.122.21	1
149.50.122.23	1
149.50.122.24	1
149.50.122.25	1
149.50.122.26	1
149.50.122.27	1
149.50.122.28	1
149.50.127.135	1
149.50.127.157	1
149.50.127.176	1
149.50.127.182	1
149.50.138.252	1
149.54.62.130	1
149.54.62.158	1
149.56.109.3	1
149.62.239.4	1
149.78.54.122	1
149.86.224.156	1
149.86.224.157	1
149.86.224.158	1
149.86.227.24	1
149.86.227.30	1
149.86.227.41	1
149.86.227.42	1
149.86.227.54	1
149.86.227.96	1
149.86.227.97	1
149.86.227.98	1
149.86.227.99	1
149.86.227.110	1
149.86.227.131	1
149.86.227.137	1
149.86.227.140	1
149.86.227.198	1
149.88.19.85	1
149.88.24.144	1
149.88.26.82	1
149.88.76.180	1
149.88.82.84	1
149.88.106.148	1
149.90.0.54	1
149.90.156.121	1
149.102.229.138	1
149.102.230.117	1
149.102.230.118	1
149.102.230.119	1
149.102.232.44	1
149.108.37.115	1
149.129.55.255	1
149.129.221.180	1
149.202.66.204	1
149.255.1.35	1
150.5.135.108	1
150.9.67.162	1
150.95.26.141	1
150.95.27.197	1
150.95.27.209	1
150.95.64.21	1
150.95.80.80	1
150.95.81.142	1
150.107.157.74	1
150.109.119.38	1
150.117.237.47	1
150.136.222.129	1
150.138.117.41	1
150.138.119.223	1
150.158.49.226	1
150.158.107.162	1
150.158.166.13	1
150.223.192.24	1
150.223.194.58	1
150.223.194.157	1
150.223.194.177	1
150.223.194.178	1
150.223.194.179	1
150.223.194.180	1
150.228.63.170	1
150.228.137.53	1
150.241.66.46	1
150.241.66.197	1
150.241.115.126	1
150.242.80.104	1
150.242.202.199	1
151.15.30.46	1
151.26.110.54	1
151.30.87.224	1
151.30.168.114	1
151.30.183.239	1
151.30.251.180	1
151.32.32.119	1
151.33.235.161	1
151.40.117.223	1
151.41.97.154	1
151.41.174.164	1
151.42.118.254	1
151.48.3.141	1
151.49.129.67	1
151.57.135.226	1
151.60.86.204	1
151.60.229.110	1
151.67.64.241	1
151.69.244.7	1
151.177.107.207	1
151.205.103.237	1
151.240.205.36	1
151.240.205.42	1
151.240.205.51	1
151.240.205.59	1
151.240.205.68	1
151.240.205.75	1
151.240.205.89	1
151.240.205.112	1
151.240.205.134	1
151.240.205.155	1
151.240.205.165	1
151.240.205.169	1
151.240.205.215	1
151.243.28.121	1
151.245.32.9	1
151.247.193.224	1
151.252.84.225	1
151.252.194.198	1
152.32.128.212	1
152.32.130.118	1
152.32.131.118	1
152.32.132.139	1
152.32.133.67	1
152.32.133.122	1
152.32.133.163	1
152.32.134.231	1
152.32.135.139	1
152.32.141.62	1
152.32.142.188	1
152.32.144.106	1
152.32.146.202	1
152.32.150.64	1
152.32.153.228	1
152.32.158.74	1
152.32.170.141	1
152.32.172.51	1
152.32.172.161	1
152.32.178.47	1
152.32.188.177	1
152.32.189.121	1
152.32.189.128	1
152.32.192.52	1
152.32.192.241	1
152.32.197.159	1
152.32.198.93	1
152.32.201.80	1
152.32.201.119	1
152.32.201.174	1
152.32.201.247	1
152.32.202.250	1
152.32.206.160	1
152.32.206.247	1
152.32.207.150	1
152.32.207.197	1
152.32.208.73	1
152.32.208.116	1
152.32.211.238	1
152.32.211.239	1
152.32.215.30	1
152.32.215.56	1
152.32.215.188	1
152.32.216.28	1
152.32.216.113	1
152.32.216.145	1
152.32.216.230	1
152.32.223.215	1
152.32.226.33	1
152.32.233.100	1
152.32.233.178	1
152.32.234.79	1
152.32.234.102	1
152.32.235.85	1
152.32.236.5	1
152.32.236.95	1
152.32.239.49	1
152.32.239.206	1
152.32.245.196	1
152.32.250.21	1
152.32.250.36	1
152.32.251.182	1
152.32.252.94	1
152.32.252.205	1
152.42.128.45	1
152.42.128.103	1
152.42.128.105	1
152.42.128.106	1
152.42.128.145	1
152.42.128.149	1
152.42.128.227	1
152.42.129.1	1
152.42.129.69	1
152.42.129.91	1
152.42.129.231	1
152.42.130.26	1
152.42.130.27	1
152.42.130.111	1
152.42.130.147	1
152.42.132.24	1
152.42.132.59	1
152.42.132.77	1
152.42.132.83	1
152.42.132.85	1
152.42.132.141	1
152.42.132.209	1
152.42.132.245	1
152.42.133.34	1
152.42.133.38	1
152.42.134.9	1
152.42.134.20	1
152.42.134.110	1
152.42.134.138	1
152.42.134.150	1
152.42.134.157	1
152.42.134.169	1
152.42.134.178	1
152.42.134.192	1
152.42.134.213	1
152.42.135.32	1
152.42.135.95	1
152.42.135.142	1
152.42.135.171	1
152.42.135.207	1
152.42.135.231	1
152.42.136.22	1
152.42.136.133	1
152.42.136.165	1
152.42.136.186	1
152.42.136.202	1
152.42.136.217	1
152.42.137.5	1
152.42.137.13	1
152.42.137.77	1
152.42.137.175	1
152.42.137.249	1
152.42.138.23	1
152.42.138.28	1
152.42.138.47	1
152.42.138.84	1
152.42.138.113	1
152.42.138.130	1
152.42.138.131	1
152.42.138.184	1
152.42.138.189	1
152.42.138.191	1
152.42.139.30	1
152.42.139.87	1
152.42.139.128	1
152.42.139.228	1
152.42.140.54	1
152.42.140.77	1
152.42.140.111	1
152.42.140.116	1
152.42.140.135	1
152.42.140.213	1
152.42.140.235	1
152.42.141.7	1
152.42.141.14	1
152.42.141.28	1
152.42.141.56	1
152.42.141.64	1
152.42.141.154	1
152.42.141.179	1
152.42.142.72	1
152.42.142.86	1
152.42.142.94	1
152.42.142.133	1
152.42.142.138	1
152.42.142.209	1
152.42.142.245	1
152.42.143.147	1
152.42.170.168	1
152.42.172.48	1
152.42.173.21	1
152.42.181.16	1
152.42.181.19	1
152.42.181.140	1
152.42.181.174	1
152.42.181.191	1
152.42.181.232	1
152.42.184.173	1
152.42.197.20	1
152.42.198.110	1
152.42.200.79	1
152.42.204.253	1
152.42.206.46	1
152.42.206.78	1
152.42.217.251	1
152.42.218.175	1
152.42.222.94	1
152.42.232.146	1
152.42.232.149	1
152.42.234.62	1
152.42.237.41	1
152.42.252.243	1
152.52.158.42	1
152.52.232.174	1
152.52.236.158	1
152.52.243.58	1
152.53.22.30	1
152.53.91.127	1
152.53.149.25	1
152.53.187.237	1
152.53.191.128	1
152.136.153.69	1
152.136.155.26	1
152.165.59.194	1
152.200.217.230	1
152.208.26.91	1
152.231.25.64	1
152.231.58.3	1
152.233.3.146	1
152.233.20.9	1
152.233.20.24	1
152.233.20.25	1
152.233.20.43	1
152.233.20.53	1
152.233.20.55	1
152.233.20.75	1
152.233.20.80	1
152.233.20.91	1
152.233.20.129	1
152.233.20.149	1
152.233.20.155	1
152.233.20.170	1
152.243.5.130	1
153.0.97.158	1
153.33.99.34	1
153.92.126.206	1
153.132.246.153	1
153.174.227.172	1
153.194.25.76	1
153.195.183.165	1
153.199.13.115	1
153.211.93.250	1
153.215.143.14	1
153.226.227.241	1
153.239.192.5	1
154.16.49.16	1
154.16.49.32	1
154.16.49.35	1
154.16.49.36	1
154.16.49.41	1
154.16.49.43	1
154.16.49.70	1
154.16.49.72	1
154.16.49.73	1
154.16.49.81	1
154.16.49.101	1
154.38.169.44	1
154.38.176.73	1
154.47.20.210	1
154.47.20.216	1
154.47.20.218	1
154.47.20.223	1
154.47.20.224	1
154.47.20.226	1
154.47.23.3	1
154.47.31.5	1
154.50.110.206	1
154.53.59.78	1
154.54.100.171	1
154.54.249.194	1
154.54.249.195	1
154.54.249.197	1
154.54.249.199	1
154.54.249.200	1
154.54.249.201	1
154.54.249.202	1
154.54.249.203	1
154.54.249.204	1
154.54.249.206	1
154.54.249.207	1
154.54.249.208	1
154.54.249.211	1
154.54.249.212	1
154.54.249.213	1
154.54.249.214	1
154.58.233.195	1
154.61.72.205	1
154.61.72.241	1
154.61.77.169	1
154.64.235.206	1
154.66.108.250	1
154.66.226.207	1
154.68.43.62	1
154.82.84.134	1
154.82.111.18	1
154.83.197.2	1
154.83.197.4	1
154.83.197.7	1
154.83.197.11	1
154.83.197.17	1
154.83.197.31	1
154.83.197.53	1
154.83.197.69	1
154.83.197.70	1
154.83.197.72	1
154.83.197.80	1
154.83.197.92	1
154.83.197.93	1
154.83.197.96	1
154.83.197.101	1
154.83.197.103	1
154.83.197.105	1
154.83.197.114	1
154.83.197.126	1
154.83.197.129	1
154.83.197.136	1
154.83.197.140	1
154.83.197.142	1
154.83.197.147	1
154.83.197.151	1
154.83.197.165	1
154.83.197.214	1
154.83.197.241	1
154.83.197.249	1
154.85.69.149	1
154.91.170.15	1
154.91.170.52	1
154.92.109.196	1
154.117.199.56	1
154.125.147.88	1
154.144.253.26	1
154.180.233.204	1
154.198.215.66	1
154.203.228.82	1
154.219.125.240	1
154.221.20.164	1
154.237.236.20	1
154.237.241.178	1
155.2.190.130	1
155.2.192.26	1
155.2.192.29	1
155.2.192.43	1
155.2.192.67	1
155.2.192.182	1
155.2.192.235	1
155.94.233.106	1
155.117.98.100	1
155.117.98.108	1
155.117.98.109	1
155.117.98.111	1
155.117.98.112	1
155.117.98.114	1
155.117.98.117	1
155.133.142.66	1
155.166.68.162	1
155.212.135.207	1
155.212.209.222	1
155.248.209.22	1
155.248.228.64	1
156.57.231.100	1
156.59.198.135	1
156.67.81.164	1
156.67.82.16	1
156.146.33.66	1
156.146.39.28	1
156.146.41.3	1
156.146.41.4	1
156.146.41.6	1
156.146.41.7	1
156.146.41.8	1
156.146.41.9	1
156.146.41.10	1
156.146.41.11	1
156.146.41.12	1
156.146.41.14	1
156.146.41.16	1
156.146.41.17	1
156.146.41.18	1
156.146.41.19	1
156.146.41.20	1
156.146.41.21	1
156.146.41.22	1
156.146.41.23	1
156.146.41.25	1
156.146.41.27	1
156.146.41.29	1
156.146.41.66	1
156.146.41.67	1
156.146.41.68	1
156.146.41.69	1
156.146.41.70	1
156.146.41.72	1
156.146.41.74	1
156.146.41.75	1
156.146.41.76	1
156.146.41.77	1
156.146.41.79	1
156.146.41.80	1
156.146.41.81	1
156.146.41.82	1
156.146.41.83	1
156.146.41.84	1
156.146.41.85	1
156.146.41.86	1
156.146.41.87	1
156.146.41.89	1
156.146.41.91	1
156.146.41.92	1
156.146.41.93	1
156.146.41.94	1
156.146.41.194	1
156.146.41.195	1
156.146.41.197	1
156.146.41.198	1
156.146.41.200	1
156.146.41.203	1
156.146.41.205	1
156.146.41.206	1
156.146.41.207	1
156.146.41.208	1
156.146.41.209	1
156.146.41.210	1
156.146.41.211	1
156.146.41.212	1
156.146.41.214	1
156.146.41.215	1
156.146.41.217	1
156.146.41.218	1
156.146.41.219	1
156.146.41.220	1
156.146.41.221	1
156.146.41.222	1
156.146.60.67	1
156.146.60.76	1
156.146.60.78	1
156.146.60.79	1
156.146.60.85	1
156.146.60.86	1
156.146.60.87	1
156.146.60.90	1
